OBJECTID,NAME,SHORT_NAME,PARKTYPE,COUNTY,SHOW,GLOBALID,CREATED_DATE,LAST_EDITED_DATE,SHAPE__Area,SHAPE__Length
166,Columbia Parkway,Columbia Parkway,City or Village,Hamilton,1,3a051674-91ef-4431-83d1-4c685dc4cd01,,2025/10/31 14:41:52+00,264257.1484375,19728.1979364755
167,Harriet Beecher Stowe Park,Harriet Beecher Stowe Park,State Government,Hamilton,1,af103d9f-8e9e-47bc-b733-5617c8e38c07,,2025/04/08 16:21:47+00,8947.65096360445,404.893325147862
168,Rice/Loth Playground,Rice Recreation Area,City or Village,Hamilton,1,fc2e369a-b3f2-46a7-bd4c-cc0350489c6d,,,3097.54296875,281.772725449259
169,Fairview Park,Fairview Park,Park District,Hamilton,1,f9024b18-aefd-4e53-85a0-e127b657fd75,,,213336.15625,3892.82034234051
170,Twelfth/Broadway Playground,Twelfth and Broadway Recreation Area,City or Village,Hamilton,1,ae6a21e6-dae7-4bac-a8ef-7cca2263230e,,2025/06/23 13:57:30+00,967.3671875,145.441391894346
171,Koening Park,Koening Park,City or Village,Hamilton,1,85d4bb8c-7b21-4f58-b040-46425d703cd6,,,66841.296875,1038.76817047624
172,Bird Sanctuary,Bird Sanctuary,City or Village,Hamilton,1,35ba266c-eb78-437b-a771-466d5057dc3f,,,13218.66796875,473.233380566563
173,COLERAINE HERITAGE MEMORIAL,Coleraine Heritage Memorial,Township,Hamilton,1,27bfe36c-82ca-4776-a860-b539d4a71864,,,2030.31640625,183.048506020756
174,VILLAGE SQUARE FOUNTAIN,Village of Glendale Square Fountain,City or Village,Hamilton,1,98ba80b9-2d34-4d87-b72b-6fa6ed69ff1c,,,317.215849429369,87.2243220059621
175,WEST LOVELAND NATURE PRESERVE,West Loveland Nature Preserve,City or Village,Hamilton,1,66df5dfb-2ca7-449f-aa29-55aacd7c1abb,,,364410.71484375,7410.29142737874
176,Bicentenial Park,Bicentennial Park,City or Village,Hamilton,1,d05b2377-a3d7-4fa0-94c8-3d20c9353822,,,2087.1328125,188.098786440993
177,Lower Millcrest Park,Lower Millcrest Park,City or Village,Hamilton,1,b915e1c0-c200-43d4-ae53-e691c0c9da3b,,2025/04/15 17:09:41+00,157978.16796875,1749.18729591383
178,READING POOL,Reading Community Pool,City or Village,Hamilton,1,c1abad3c-e978-4f0b-bc0e-1f61ca85a6a1,,,23426.625,633.476073280028
179,CAMERON PARK,Cameron Park,City or Village,Hamilton,1,b2bcd862-38a8-4580-b3a0-ee902a7aed7c,,,29253.5390625,828.111526436479
180,LARONA PARK,Larona Community Park,Other Private,Hamilton,1,ea08fe68-7f08-4ff1-ad48-e854e5f6e013,,,2828.6484375,212.872017396964
181,North Fairmount Playground,North Fairmount Recreation Area,City or Village,Hamilton,1,6f96882e-0682-4ca9-907d-7d4403a2e6e3,,,10658.140625,416.578965994105
182,LINN AND LIVINGSTON PLAYGROUND,Linn and Livingston Playground,City or Village,Hamilton,1,40cd9436-39da-448d-a6a3-8806eec76fa0,,,2947.8984375,390.253098711325
183,,Cincinnati Achievement Academy,Schools-Public,Hamilton,1,ecebcd5b-a48a-49f8-a82a-6f68097766f0,,,84403.5859375,2074.80394712141
184,Turkey Ridge Park,Turkey Ridge Park,City or Village,Hamilton,1,b9b6548c-6323-4782-919b-8ee9af4028f1,,2025/10/30 20:00:06+00,58107.96484375,1521.6620792678
185,Anderson Place Recreation Area,Anderson Place Recreation Area,City or Village,Hamilton,1,2b000c8a-52d8-4008-b382-0ff9ad1e9e83,2025/04/08 15:53:01+00,2025/04/08 15:53:36+00,7716.38924556971,376.07802811508
186,Black Music Walk of Fame,Black Music Walk of Fame,County Government,Hamilton,1,671bd816-2158-49a2-8d8d-d817945ac5e7,2025/04/08 16:23:04+00,2025/04/08 17:47:04+00,3759.78766623512,245.639794618526
187,Fox Preserve,Fox Preserve,,Hamilton,1,8ee3df67-c44f-49f1-a3d0-576ace4c66b1,2025/10/28 18:24:04+00,2025/10/31 14:14:58+00,106595.453125,1670.63913360515
188,Western Wildlife Corridor,Western Wildlife Corridor,Conservancy District,Hamilton,1,9e8a211c-1216-448f-acca-60c6682d145d,,,86060.546875,1283.27519625866
189,Drake Park,Drake Park,City or Village,Hamilton,1,3874f1eb-1c94-4a4a-aa99-112378c620c5,,,30558.5859375,754.444190372088
190,Oakwood Park,Oakwood Park,City or Village,Hamilton,1,d4739977-02b1-4fbf-9e33-739392bc8d9d,,,23515.52734375,685.980387017616
191,ERNIE STAPLETON PARK,Ernie Stapleton Park,City or Village,Hamilton,1,bb05d18f-a2cf-4220-afa0-1a7935e86fb4,,,3792.45962620154,286.249181656149
192,LEVER PARK,Lever Park,City or Village,Hamilton,1,48915ff5-e1e5-4895-906d-11d89293850f,,,38792.51171875,890.958388998951
193,Sycamore Hill Park,Sycamore Hill Park,City or Village,Hamilton,1,5e853511-dab5-4b19-8d5e-dce45cdd992f,,2025/10/31 13:21:02+00,19798.3125,1214.30756829387
194,VILLAGE HISTORICAL SOCIETY,Harrison Historical Society,Nonprofit,Hamilton,1,9024e362-bad3-4a27-a63e-08973f91120a,,,9802.09375,413.254289171289
195,Ross Park,Ross Park,City or Village,Hamilton,1,faef1e53-8562-428c-a737-17a3c26cf121,,,101127.48046875,1749.55462300148
196,VILLAGE GREEN PARK & GAZEBO,Village Green Park & Gazebo,City or Village,Hamilton,1,ddbdee13-d430-4371-8303-77c69a429aaf,,,3313.13671875,279.77806894178
197,Bender Mountain Nature Preserve,Bender Mountain Nature Preserve,Township,Hamilton,1,4c3ad8c2-2d9c-42ed-a735-ce96dfd35824,,,239365.4453125,2613.46008468603
198,Baxter Park,Baxter Park,City or Village,Hamilton,1,e41e28c8-1867-4808-a918-e15e6b5e0aef,,,74517.0823428631,1271.59795976266
199,Concourse Park,Concourse Park,City or Village,Hamilton,1,c32fc23f-b5b0-4ade-bb19-a4bd842a0e02,,,5005.99427201599,307.998467132395
200,CINCINNATI-WHITEWATER TUNNEL/COMMUNITY PARK,The Cincinnati & Whitewater Canal,City or Village,Hamilton,1,e691591d-f863-4439-aa3f-6c0444292168,,,5667.0625,338.449176347758
201,GREENO WOODS,Greeno Woods,City or Village,Hamilton,1,c1c319cc-8f42-4d6a-a6d9-c39a9ef3e2d4,,2025/10/29 20:09:31+00,545369.43359375,5456.67526173144
202,Bruce Ferguson Park,Bruce Ferguson Park,City or Village,Hamilton,1,57313f01-9f43-4e24-8910-c437e39c93b0,,,34216.8203125,913.340308064932
203,Highpoint Park,Highpoint Park,Township,Hamilton,1,bee43b3c-970f-4e17-983f-92fd394e00df,,,13114.83984375,483.704853359785
204,White Oak Park,White Oak Park,City or Village,Hamilton,1,bb897b3a-8b30-4855-9e32-e613c8dccc57,,,15014.7109375,549.559985910939
205,North Fairmont Elementary School,North Fairmont Elementary School,Schools-Public,Hamilton,1,78ad85ce-2bb1-45de-ae74-252ed9b2aee3,,,111708.16015625,2529.44517743488
206,Forest Avenue Wetland Park,Forest Avenue Wetland Park,County Government,Hamilton,1,bacf4826-1f46-48fb-a5a6-5325978825aa,,,80690.2808675766,1630.35197848002
207,THE COMMONS,The Commons,City or Village,Hamilton,1,b57d23db-bf26-4b7d-b06d-46a2b0f3fb45,,,18774.66015625,550.628749522484
208,Floral Paradise Gardens,Delhi Floral Paradise Gardens,City or Village,Hamilton,1,d4470a99-e1e6-4e14-b95e-030b0c73f344,,,14327.359375,552.311159066464
209,RICHARDSON-TANGEMAN PARK,Richardson Park,City or Village,Hamilton,1,552fec3c-2d76-4995-b670-441d4612989e,,,12505.5164230317,445.411913312549
210,MARIEMONT UNK. PARK MT.VERNON@MIAMI,Livingwood Park,City or Village,Hamilton,1,863f1dcb-4549-4f54-bedb-d0526ff8502a,,,1249.84375,146.925021526791
211,LOVELAND PARK-SYMMES ASSEMBLAGE HAMILTON CO.,Chateau Laroche Historical Castle,Other Private,Hamilton,1,e6bda19f-2dd0-4eba-bef4-3ab05e489020,,,11695.1640625,548.508542156867
212,GREENBELT ALONG WINTON ROAD,Greenhills Open Space,City or Village,Hamilton,1,36afe421-b053-4a11-923f-5af4de71e5e3,,,13229.33203125,506.115912602696
213,MASSACHUSETTS RECREATION AREA,Massachusetts Recreation Area,City or Village,Hamilton,1,b39fe253-5a69-4795-b296-a98439a81fa7,,,1701.3125,246.335911346352
214,TAIT AV. PRESERVE,Tait Avenue Preserve,Conservation Group,Hamilton,1,bbb1954f-dc47-4bea-81f4-1fcbceed7038,,,1085.828125,149.940602206757
215,LAUREL RIDGE PRESERVE,Laurel Ridge Preserve,Conservation Group,Hamilton,1,c710da38-fe41-4996-a155-b4bde9a33624,,,30518.828125,1184.13414149473
216,NAVAHO PLAY LOT,Navaho Tot Lot,City or Village,Hamilton,1,ae23408d-4227-4809-8069-07ed3621bfb2,,,1351.23828125,148.686272624026
217,McDonald Commons,McDonald Commons Park,City or Village,Hamilton,1,3a5cfcc4-c5ec-46a4-ac63-ecea9ca4e458,,,152075.08984375,2220.17571038283
218,Highland Avenue Open Space,Highland Avenue Open Space,City or Village,Hamilton,1,ae3fc3fe-335b-4fef-98e9-93a60e99047e,,2025/10/31 14:36:47+00,54207.69140625,1912.51290796819
219,VETERANS PARK,Veterans Park,City or Village,Hamilton,1,70b38baf-d461-484c-ad62-57bb8638960f,,,4690.2734375,293.122301371722
220,KELLOGG PARK,Kellogg Park,Township,Hamilton,1,432ebd6e-8c74-4a77-933e-7a0a934750cf,,2025/04/07 17:25:18+00,144958.48828125,1664.45374782688
221,MARSH AVENUE PARK,Marsh Avenue Park,City or Village,Hamilton,1,6b17e508-5876-415b-ae33-d6b06a6832d7,,,5945.23828125,345.220410302694
222,MAPLE STREET PARK AND POOL,Maple Street Park and Pool,City or Village,Hamilton,1,bf228eca-d608-41d1-b055-cc1478572477,,,8809.9453125,387.945039481521
223,KIWANIS PARK,Kiwanis Park and JT Stottman Ballfield,City or Village,Hamilton,1,9aed9e60-b889-491d-8a70-6f44c1512acd,,,118237.65625,1811.27720553521
224,Rockdale Playground,Rockdale Recreation Area,City or Village,Hamilton,1,de0412ca-5c22-4429-9659-bc828b987975,,2025/04/15 16:49:37+00,16458.93359375,563.726321098557
225,ADDYSTON BUFFER ALONG SR 50,Village of Addyston Open Space,City or Village,Hamilton,1,78141b8f-3003-42c1-9448-2cba36f2c625,,,1926.328125,523.950450154218
226,ASHBY PARK,Greenhills Open Space,City or Village,Hamilton,1,eb311b9a-1488-4a99-af41-086eb077dfd1,,,3061.16015625,490.701569194152
227,Clark Montessori Greenspace,Clark Montessori Greenspace,Schools-Public,Hamilton,1,82f2f305-f4f6-49f8-a0c7-e50d070977fc,,,52007.28125,1936.13720932754
228,FENWICK PARK,Fenwick Park,City or Village,Hamilton,1,256b23c6-83f4-480a-9d0b-7209f683ff90,,,32762.4747359157,897.088179340807
229,TERRACE PARK ELEMENTARY,Stanton Field,Schools-Public,Hamilton,1,eced7627-46b9-4147-9354-468c14153ff8,,,28382.96875,675.287097797892
230,BRADNOR PARK,Bradnor Park,City or Village,Hamilton,1,97629eb0-b334-426d-bd7a-75710ad4170a,,,935.421875,135.062833106434
231,Cincinnati Zoo and Botanical Gardens,Cincinnati Zoo and Botanical Gardens,Nonprofit,Hamilton,1,ed6dbe15-4a00-4ee6-8a53-d57ca1903049,,,467087.60546875,4716.25892255862
232,Ryan Memorial Recreation Area,Ryan Sports Complex,City or Village,Hamilton,1,1851072d-7f9d-4a72-97c2-fa5b38fd3274,,,160305.4375,2019.54626382305
233,Zinsle Playground,Zinsle Playground,City or Village,Hamilton,1,65698e23-9e48-48d9-821d-1c78046cc2c5,,,3074.734375,224.387146070146
234,CARTHAGE PLAYGROUND,Carthage Playground,City or Village,Hamilton,1,0f7ada43-a9a0-43f2-a3ef-1f713a4ec7a5,,,2146.11328125,198.267922108463
235,Haven Playground,Haven Recreation Area,City or Village,Hamilton,1,ea995043-90a3-4ce9-947e-72e8242da6e8,,,2320.55859375,196.741043727998
236,LINN AND LIVINGSTON PLAYGROUND,Linn and Livingston Playground,City or Village,Hamilton,1,0a5b2f2f-c466-4348-b93b-4f3c49913c64,,,2947.8984375,390.253098711325
237,RIVERSIDE SPORTS COMPLEX ,Riverside Sports Complex ,City or Village,Hamilton,1,8264e45a-63e8-417d-8fd0-e70be1307748,,2025/04/08 16:31:23+00,142869.27734375,2073.30042437997
238,Parker Woods,Parker Woods,City or Village,Hamilton,1,2b9369a8-4648-45f0-8cda-b42f1e75713d,,2025/10/31 14:47:11+00,387936.0703125,3675.35951751382
239,Boldface Recreation Area,Boldface Recreation Area,City or Village,Hamilton,1,190e9a9b-2223-440e-8b65-e7a6cd31ce31,,2025/11/04 18:37:46+00,56814.5737265348,1029.3412013331
240,FILSON OPEN SPACE,Filson Open Space,City or Village,Hamilton,1,b10d5a7f-3b1d-4dd0-89d8-98f6577e3154,,2025/10/31 14:37:16+00,5441.8359375,312.206485579147
241,Elstun Road Site,Elstun Road Site,Park District,Hamilton,1,5d67dacc-049b-44e8-b183-59077f9f1b0e,,,390036.9296875,3389.81317276001
242,Sharon Woods,Sharon Woods,Park District,Hamilton,1,ea0b0d0a-4fd6-4980-bf3c-d8e6a741c6e5,,2025/10/31 14:14:56+00,4766300.015625,20763.3321516221
243,Francis RecreAcres,Francis RecreAcres,Park District,Hamilton,1,07e2c1e3-e018-46ed-a504-ea53659afcc7,,,999038.19921875,8271.98792015012
244,Triple Creek,Triple Creek,Park District,Hamilton,1,8f2bf56c-32cf-4694-b07d-dd6268926da5,,,1215460.7109375,8858.28868325179
245,Kilby Tract,Kilby Tract,Park District,Hamilton,1,5b82b1e5-e1b9-4959-a78c-6e7aa6130839,,,3309604.16796875,16608.1651546921
246,Campbell Lakes Preserve,Campbell Lakes Preserve,Park District,Hamilton,1,cf4b850b-f92d-4c46-8089-6d53c134bf07,,,2867662.71875,17103.2940379956
247,Fay Apartment Baseball Diamond,Fay Apartment Baseball Diamond,Ball Field,Hamilton,1,496ad7fa-3424-4c4f-89bf-21645e7a88a9,,,12336.80078125,536.448356323844
248,Lick Run,Lick Run,County Government,Hamilton,1,ad0e6c75-68c1-4d0e-81f8-feb04baf2ce4,,,202529.79296875,7205.85229419022
249,St. Clair Heights Park,St. Clair Heights Recreation Area,Park District,Hamilton,1,a0a7d70a-3a0e-42d4-9dc0-0774e2cc31a6,,2025/10/31 14:38:03+00,225718.109375,3546.64092279314
250,Winton Hills Elementary Playground,Winton Hills Elementary Playground,Schools-Public,Hamilton,1,1b714a92-9571-4390-8a5e-e0e2d729cb00,,,33621.03515625,1506.89123107602
251,Hillside Park,Hillside Park,Park District,Hamilton,1,a843bc25-8d32-430a-88e9-e09d76a049d7,,,151240.65234375,1833.05312030931
252,Carson Playground,Carson Playground,Schools-Public,Hamilton,1,da6b0d13-0303-49c8-8002-080ca36498dd,,,8688.94140625,564.210525063159
253,Alms Park,Alms Park,City or Village,Hamilton,1,da08c1dd-495c-4056-ba98-45cd55d52581,,2025/10/28 18:22:05+00,674958.53125,5154.27502064434
254,Theodore M. Berry International Friendship Park,Theodore M. Berry International Friendship Park,Park District,Hamilton,1,1523e882-e99c-4fc4-a95f-c211fda02806,,,169162.7265625,3256.34326675385
255,Eden Park,Eden Park,,Hamilton,1,4b2629d5-4a24-4f5d-8421-95e22ffdf031,,2025/10/31 14:43:20+00,1223411.91796875,6777.7340288331
256,Cincinnati Art Club Greenspace,Cincinnati Art Club Greenspace,Nonprofit,Hamilton,1,6cf8f1ff-80fd-48f6-ba37-be6f139afc77,,,2649.640625,244.136827422707
257,Incline Park,Incline Park,Park District,Hamilton,1,386c66fa-05a0-4c8c-afe8-d2f9859a1e45,,,22161.1015625,872.021424751165
258,Rees E. Price Academy,Rees E. Price Academy,Schools-Public,Hamilton,1,812fff17-c3c4-4a85-a8d5-987516225b19,,,14899.203125,566.084817224573
259,Parker Woods Montessori School,Parker Woods Montessori School,Schools-Public,Hamilton,1,591ba2af-d954-483b-aaca-7d65803bdb1d,,2025/10/31 14:47:29+00,96075.3359375,3003.31067371759
260,WATERWORKS PARK RECREATIONAL PARK,Waterworks Recreational Park,City or Village,Hamilton,1,a90570f5-0e79-4cf4-8c98-c16101991703,,,54229.28125,1199.18865975409
261,CSB Academy of World Language,CSB Academy of World Language,Schools-Public,Hamilton,1,8511ae6b-f42e-4131-8ec6-027398312fb5,,,35286.41015625,1313.46131035918
262,Mt. Auburn Recreation Center,Mt. Auburn Recreation Center,City or Village,Hamilton,1,76e44070-aa79-4d88-926e-b1049de842e4,,2025/04/15 16:28:59+00,43659.88671875,1067.01296145534
263,Ziegler Park,Ziegler Park,Park District,Hamilton,1,6a130f40-712d-4501-baa4-c67b6a835d2f,,,12569.4765625,660.934916096171
264,Camp Livingston Park,Camp Livingston Park,City or Village,Hamilton,1,27e499ce-d2df-45cf-8ccc-90616d8156d9,,,159541.3125,1879.50668920906
265,ANDERSON REC CENTER,Anderson Parks Rec Center,Township,Hamilton,1,045bdb22-ed00-487f-ad68-b32c5e2794d4,,,39828.76953125,1210.07978378214
266,ZIEGLER PARK,Ziegler Park,City or Village,Hamilton,1,fdd59798-0433-4b78-9567-51f005420cbd,,,32286.5234375,1280.17555308536
267,DOG PARK,Harrison Dog Park,City or Village,Hamilton,1,c07a9464-7bba-435e-81ad-c33c48579ccb,,,6562.77126434445,312.599161588113
268,BIRD SANCTUARY,Paul Prevey Bird Sanctuary,City or Village,Hamilton,1,eee6d9c1-6b2a-4469-bdb2-ab728b059fd6,,,1072.19921875,212.273527889118
269,MADISONVILLE SITE,Madisonville Site,City or Village,Hamilton,1,b355e211-efef-48a8-be19-a73184413f4e,,,13843.39453125,485.730122860175
270,"GERALD ""JERRY"" SCHAEPER PARK",Gerald Schaeper Park,City or Village,Hamilton,1,a4d047cb-b014-44d7-bdd3-97bf0559d729,,,4551.32421875,285.562189626672
271,SHORE PARK,Shore Park,Township,Hamilton,1,2d23a3ff-b001-4802-9742-2d704019fa89,,,2510.21875,241.576963533864
272,DRACKETT FIELD,Drackett Field,City or Village,Hamilton,1,a4e04985-572f-4606-83b1-5a09dd3a13fa,,,67397.21875,1165.06248676081
273,Ethel M. Taylor Academy,Ethel M. Taylor Academy,Schools-Public,Hamilton,1,4a031871-53e3-4785-8933-e9ce8e8033a4,,,2644.31640625,244.08955764109
274,Central Pkwy/Eggleston Av/Reading Rd Park,E Central Pkwy Greenspace,City or Village,Hamilton,1,5f11784f-fef3-4ca8-ae51-4c245ce814bc,,,1993.94331943989,282.86409186757
275,Ohio River Trail East,Ohio River Trail East,Park District,Hamilton,1,10ed7ac8-7e7e-490d-8f3a-133bbfd46bd5,,,5334.03008130938,1705.40492076696
276,Little Miami Scenic Trail,Little Miami Scenic Trail,Park District,Hamilton,1,f30283b2-4fc9-4282-a044-1627a8b370a2,,,44550.3217223883,6104.19502608003
277,Little Miami Miamiville Scenic River Public Access,Little Miami Miamiville Scenic River Public Access,State Government,Hamilton,1,94fd6af7-e95c-4cf1-98e2-591dee5b074e,,,276822.41796875,5761.02373265473
278,Little Miami Kroger Hill Scenic River Area,Little Miami Kroger Hill Scenic River Area,City or Village,Hamilton,1,7aafb79c-6304-4f59-83cf-51dcf8d2fbcf,,2025/10/31 14:15:09+00,41.4765625,64.280809466529
279,William Joel McCray Community Park,William Joel McCray Community Park,Other Private,Hamilton,1,90581e0a-0c43-40dd-bc8a-e880d432c961,2025/04/07 18:55:56+00,2025/04/07 18:59:36+00,8105.54036676884,659.486684116414
280,West Fork Creek Rain Garden,West Fork Creek Rain Garden,County Government,Hamilton,1,7e2aa34c-6f9b-4bf6-83bd-24cee507dac6,2025/04/07 19:13:22+00,2025/04/07 19:16:16+00,6931.828125,365.040562042915
281,Murray Path,Murray Path,City or Village,Hamilton,1,c63dcc7f-5d57-4321-887d-5f2a58201187,2025/04/07 19:54:36+00,2025/04/08 14:50:04+00,4640.2421875,1474.84296089583
282,Lincoln Park,Lincoln Park,,Hamilton,1,6a4c354d-fd40-4e58-ac9c-b2ab1ab1de30,2025/04/09 14:35:34+00,2025/10/31 14:15:04+00,58668.95703125,2309.23332242772
283,Saunders Park,Saunders Park,City or Village,Hamilton,1,a22943cb-2f10-4a00-8397-278f63c8316c,,,18913.0390625,677.782481516119
284,Rawson Woods Park,Rawson Woods Park,Conservation Group,Hamilton,1,89089e58-a2ee-403e-aa34-f7adc1d48add,,,79009.65234375,1813.48506619195
285,BIDDLE SUBDIVISION PARK,Biddle Playground,Other Private,Hamilton,1,95108747-17f6-4378-8da0-b9e5bf43485e,,,6476.1171875,318.827320353583
286,CLIFFORD GEORGE PARK,Clifford George Park,Township,Hamilton,1,1f7d40f9-5aad-4445-8ad2-9403fcccbefd,,,35682.44140625,748.274399674783
287,OLD MEREDITH HITCHENS ELEMENTARY SITE,Addyston Park and Playground,City or Village,Hamilton,1,f89dbcce-7662-41e0-aece-e62f01726acd,,,52476.44921875,1033.94296374651
288,Valley Park,Valley Park,City or Village,Hamilton,1,d027f9c2-e21b-44a3-bd60-38a002630023,,,23649.01171875,657.561948383935
289,Bettman Preserve,Bettman Preserve,City or Village,Hamilton,1,bd61912e-5b63-47b2-9d59-b1b5bdc35f44,,,43394.35546875,1144.78357152694
290,BOWDLE PARK,Bowdle Park,Park District,Hamilton,1,a3f8378b-dafe-441e-a252-c6408fc549f4,,,8185.8671875,623.811815998793
291,GREENSPACE-1800? BERKSHIRE RD.,Anderson Greenspace,Township,Hamilton,1,098c650b-2c2d-46b7-aff5-631a340bdb1c,,,72987.76171875,1902.4463292339
292,Anderson Township Preserved Greenspace,Royal Oaks Greenspace,Township,Hamilton,1,3fc5a8f6-485f-4e56-a16d-0995cec02cbf,,,355390.203125,2523.98930342056
293,ELMWOOD PLACE PARK,Elmwood Avenue Park,City or Village,Hamilton,1,1cb9a05a-1771-40cc-b8e8-c3fd5978b2d2,,,1928.828125,235.368102361804
294,Anderson Greenspace,Anderson Greenspace,Township,Hamilton,1,d4cfdaf3-77d9-4eed-92f9-88a169d4374b,,,159980.22265625,2353.25329644753
295,HILLTOP PARK,Hilltop Park and Playground,City or Village,Hamilton,1,5cefa234-4e7f-434c-a851-98778929c709,,,23664.41796875,637.082163018831
296,Wilaray Terrace Greenspace,Wilaray Terrace Greenspace,Nonprofit,Hamilton,1,92788cfb-3e8a-4316-9aa7-12916f3acf04,,,26383.45703125,884.374982502933
297,BURWOOD PARK,Burwood Park,City or Village,Hamilton,1,6f64b53b-20b6-43ac-bff8-bfec595043ee,,,11868.2265625,799.714649820927
298,CINCINNATI STATE,Cincinnati State Technical and Community College,Schools-Public,Hamilton,1,8abb5356-2d9a-44c1-b96c-f5118763dec3,,,89548.7265625,3859.35342721053
299,HARVEST HOME PARK,Harvest Home Park,City or Village,Hamilton,1,c583bc9d-0c85-4c6f-aeeb-cce7a9616036,,,70948.18359375,1072.50653470778
300,Dunham Recreation Center,Dunham Recreation Center,City or Village,Hamilton,1,b07be5cc-dbd3-4189-80f4-ff46bf07fc50,,2025/04/07 19:11:13+00,754825.115003109,4791.45991927119
301,OAK STREET BUFFER LAND-GLENDALE,Oak Greenbelt,City or Village,Hamilton,1,4442e277-e583-429e-a65d-9302bcdc4e80,,,243714.953125,4412.00548472267
302,MOUNDVIEW PARK,Moundview Park,City or Village,Hamilton,1,98766ea8-4125-41d0-9ed9-a8a8bca6a686,,,114671.31640625,1610.92822124875
303,Oak Park,Oak Park,City or Village,Hamilton,1,86a06a00-0696-4bc8-afae-017ff9e30590,,,55776.86328125,1171.8663202201
304,HARRISON HOME CO. BALLFIELD,Harrison Home Co. Ballfield,Ball Field,Hamilton,1,08e1c72c-44c7-4fa7-bd0c-4094cff266aa,,,41127.69140625,904.262899963811
305,GREENBELT ALONG WINTON ROAD,Greenhills Open Space,City or Village,Hamilton,1,6646e213-a1df-4ca6-9fe2-abf598c5116a,,,21397.37890625,2007.82784159712
306,Clete McDaniel Sports Complex,Clete McDaniel Sports Complex,Township,Hamilton,1,1cb22808-6687-4c84-8d5e-246651724086,,,137305.015625,1904.30563075121
307,SHADY LANE PRESERVE,Shady Lane Preserve,Other Private,Hamilton,1,1312d7db-4a90-4974-833c-9daca7e81113,,,394243.16796875,5017.75583520046
308,CENTENNIAL PARK,Centennial Park,City or Village,Hamilton,1,26f80022-ed97-4f04-bc38-8a948dfb672c,,,1924.21875,175.481276833826
309,CHAMBERLIN PARK,Chamberlin Park,City or Village,Hamilton,1,ea49cfee-4727-4600-a23b-2202b9a7384b,,,127979.421875,2249.79203844117
310,Camp Dennison Memorial Park,Camp Dennison Memorial Park,City or Village,Hamilton,1,cfd06d70-39ba-47b0-b8b1-9d8ac1205d9b,,,538669.5,3185.80299352145
311,Trammel Fossil Park,Trammel Fossil Park,City or Village,Hamilton,1,0a0c79b0-7fd3-45d2-82bf-a487c30eb4a8,,,51640.1464905739,932.629632920177
312,MAYFIELD PARK,Mayfield Park,City or Village,Hamilton,1,40c1af05-8ee1-41f7-8ca6-42c56f782b21,,,13683.5546875,470.014515491229
313,PASTIME PARK SPORTS COMPLEX,MVP Sportspark,Ball Field,Hamilton,1,255d388b-2d4b-436b-b714-08947f20a471,,,150714.09765625,1642.68958376878
314,Sterns Preserve,Sterns Preserve,City or Village,Hamilton,1,b867faae-1ede-4f46-b64c-e896b162dc63,,,69935.48828125,1450.32196065798
315,CINCY MET. HOUSING PROJECT-MANGHAM RD. PARK,Mangham Drive Playground,City or Village,Hamilton,1,0c4fffd9-8827-4f15-b7ad-b7ba4f55c281,,,3548.87109375,276.225508560203
316,PIONEER PARK,Pioneer Park,City or Village,Hamilton,1,19d7a187-23e0-453d-b223-de58809ada58,,,128452.8046875,1489.24508863652
317,Salway Park,Salway Sports Complex,City or Village,Hamilton,1,646ed040-690c-49c1-bc29-81a96a7ae4fa,,,110522.3515625,2162.00667017201
318,EDGEWATER PARK,Edgewater Motor Sports Park,Township,Hamilton,1,0bad5fbc-4a9b-45d6-b47a-fb93a238f2d6,,,1131304.015625,5249.91019995514
319,GROVE PARK,Foster Grove Memorial Park,City or Village,Hamilton,1,1cf50fa4-8ba2-46d7-80c3-6d445eaab5aa,,,34971.828125,883.744134956325
320,MARIEMONT CONCOURSE,Mary Emery Memorial,City or Village,Hamilton,1,4a05510e-eb17-49a8-835c-97698b64d7c1,,,556.59375,114.921934015268
321,CROSBY TWP. CIVIC ASSOC. PARK,Lincoln Lee Sports Complex,Township,Hamilton,1,7507a957-11fc-48e0-b676-5e64f3bd0b2e,,,155633.90617229,1597.33050736936
322,MARIEMONT UNK. PARK-LANES B&C,Ann Buntin Becker Park,City or Village,Hamilton,1,673524ac-08f5-4fb1-8850-7c7a0a21070b,,,8761.20703125,388.262219696903
323,Colerain/Shepherd Recreation Area,Colerain and Shepherd Recreation Area,City or Village,Hamilton,1,93bb5004-c489-41f9-b8dd-c0960de091e9,,,88901.0390625,1534.30889134114
324,MELVIN LAKE MEMORIAL PARK,Melvin Lake Memorial Park,Other Private,Hamilton,1,9d61d8e1-913c-45da-a976-5455d1c9142d,,,182016.1171875,1902.43392117836
325,MT HEALTHY MUNICIPAL PARK,Mt. Healthy City Park,City or Village,Hamilton,1,1efb0684-9d05-4a17-acf5-76357b28d560,,,54010.9921875,1360.52633111751
326,KULIGA PARK,Kuliga Park,Township,Hamilton,1,18715b65-3c6a-4844-8394-ff8ac78a57cf,,,257621.770788892,3080.65440756207
327,COLERAIN PARK,Drew Campbell Memorial Fields,Township,Hamilton,1,306fb091-ba21-4be3-ab21-2b0cc4a16d77,,,30844.51953125,736.171618663579
328,McEvoy Park,McEvoy Park,City or Village,Hamilton,1,cba1b861-6ec3-435d-8631-1e598a86dd2e,,2025/04/15 16:22:04+00,128618.3046875,1513.82176360449
